entity,code,year,hydro_generation_twh,solar_generation_twh,wind_generation_twh,geo_biomass_other_twh,total_renewable_generation_twh,rank
Canada,CAN,2000,356.760078,0.016421,0.264000,8.917042,365.957541,1
United States,USA,2000,272.761351,0.518513,5.649759,66.582822,345.512445,2
Brazil,BRA,2000,304.403000,0.000000,0.001000,7.855363,312.259363,3
China,CHN,2000,222.410000,0.022000,0.589899,2.537000,225.558899,4
Russia,RUS,2000,164.076000,0.000000,0.001900,0.079100,164.157000,5
Norway,NOR,2000,141.818000,0.005300,0.030199,0.256000,142.109499,6
Japan,JPN,2000,84.468000,0.344062,0.109000,16.111082,101.032144,7
Sweden,SWE,2000,78.584000,0.001000,0.457000,4.098000,83.140000,8
India,IND,2000,76.990367,0.007071,1.582000,1.686079,80.265517,9
France,FRA,2000,66.363000,0.005223,0.048000,2.986000,69.402223,10
Venezuela,VEN,2000,62.886000,0.000000,0.000000,0.000000,62.886000,11
Italy,ITA,2000,44.200000,0.018000,0.563000,6.099000,50.880000,12
Austria,AUT,2000,41.835651,0.003000,0.067000,1.528279,43.433930,13
Mexico,MEX,2000,33.074880,0.007000,0.019000,6.358645,39.459525,14
Germany,DEU,2000,24.900000,0.000000,9.500000,3.400000,37.800000,15
Switzerland,CHE,2000,36.837333,0.011000,0.003000,0.833000,37.684333,16
Spain,ESP,2000,29.570000,0.018000,4.727000,1.493000,35.808000,17
Colombia,COL,2000,30.815718,0.001835,0.000000,0.496000,31.313553,18
Turkey,TUR,2000,30.878500,0.000000,0.033400,0.241500,31.153400,19
Argentina,ARG,2000,28.575242,0.000036,0.034758,0.386028,28.996064,20
New Zealand,NZL,2000,24.434970,0.000000,0.120208,3.740886,28.296064,21
Finland,FIN,2000,14.598788,0.001600,0.076600,8.588526,23.265514,22
Chile,CHL,2000,19.081000,0.000000,0.000000,1.375000,20.456000,23
Philippines,PHL,2000,7.799000,0.000000,0.000000,11.626000,19.425000,24
Pakistan,PAK,2000,17.558276,0.000000,0.000000,0.926700,18.484976,25
Australia,AUS,2000,16.466500,0.046750,0.134000,0.889500,17.536750,26
Peru,PER,2000,16.176100,0.000000,0.000800,0.158000,16.334900,27
Indonesia,IDN,2000,10.016000,0.000000,0.000000,4.872400,14.888400,28
Romania,ROU,2000,14.778000,0.000000,0.000000,0.000000,14.778000,29
Vietnam,VNM,2000,14.551000,0.000000,0.000000,0.000000,14.551000,30
Egypt,EGY,2000,14.178000,0.000200,0.080500,0.000000,14.258700,31
Portugal,PRT,2000,11.323000,0.001400,0.168000,1.376000,12.868400,32
Ukraine,UKR,2000,11.274000,0.000000,0.006000,0.000000,11.280000,33
United Kingdom,GBR,2000,5.085745,0.001000,0.946000,3.881800,9.914545,34
Iceland,ISL,2000,6.350488,0.000000,0.000000,1.322663,7.673151,35
Ecuador,ECU,2000,7.611231,0.000000,0.000000,0.000000,7.611231,36
Malaysia,MYS,2000,6.994000,0.000000,0.000000,0.570903,7.564903,37
Kazakhstan,KAZ,2000,7.531051,0.000000,0.000000,0.000000,7.531051,38
Croatia,HRV,2000,6.453000,0.000000,0.000000,0.001000,6.454000,39
Thailand,THA,2000,5.891444,0.000000,0.000000,0.526897,6.418341,40
Uzbekistan,UZB,2000,5.879000,0.000000,0.000000,0.000000,5.879000,41
Taiwan,TWN,2000,4.559980,0.000120,0.001383,1.047370,5.608853,42
Denmark,DNK,2000,0.030200,0.001200,4.241200,1.299606,5.572206,43
Slovakia,SVK,2000,4.615000,0.000000,0.000000,0.000000,4.615000,44
Greece,GRC,2000,3.693000,0.000000,0.451000,0.000000,4.144000,45
South Korea,KOR,2000,4.009553,0.005284,0.016685,0.079000,4.110522,46
Slovenia,SVN,2000,3.834000,0.000000,0.000000,0.070000,3.904000,47
Iran,IRN,2000,3.781000,0.000000,0.036500,0.000000,3.817500,48
Sri Lanka,LKA,2000,3.204208,0.000432,0.003400,0.000000,3.208040,49
Iraq,IRQ,2000,3.196577,0.000000,0.000000,0.000000,3.196577,50
Netherlands,NLD,2000,0.142393,0.007710,0.829000,2.013194,2.992297,51
Latvia,LVA,2000,2.819000,0.000000,0.005000,0.000000,2.824000,52
Bulgaria,BGR,2000,2.673000,0.000000,0.000000,0.000000,2.673000,53
Poland,POL,2000,2.106000,0.000000,0.005000,0.221000,2.332000,54
Czechia,CZE,2000,1.758000,0.000000,0.000000,0.517000,2.275000,55
South Africa,ZAF,2000,1.101000,0.009300,0.000000,0.477500,1.587800,56
Azerbaijan,AZE,2000,1.534000,0.000000,0.000000,0.000000,1.534000,57
Ireland,IRL,2000,0.846000,0.000000,0.244044,0.095017,1.185061,58
North Macedonia,MKD,2000,1.170000,0.000000,0.000000,0.000000,1.170000,59
Belgium,BEL,2000,0.460000,0.000000,0.016000,0.568000,1.044000,60
Morocco,MAR,2000,0.718000,0.000000,0.064000,0.000000,0.782000,61
Bangladesh,BGD,2000,0.749000,0.000000,0.000000,0.000000,0.749000,62
Lithuania,LTU,2000,0.339300,0.000000,0.000000,0.000000,0.339300,63
Singapore,SGP,2000,0.000000,0.000000,0.000000,0.245000,0.245000,64
Hungary,HUN,2000,0.178000,0.000000,0.000000,0.065000,0.243000,65
Luxembourg,LUX,2000,0.123504,0.000040,0.024743,0.022352,0.170639,66
Algeria,DZA,2000,0.054000,0.000000,0.000000,0.000000,0.054000,67
Israel,ISR,2000,0.031000,0.000000,0.000000,0.000000,0.031000,68
Belarus,BLR,2000,0.027000,0.000000,0.000000,0.000000,0.027000,69
Trinidad and Tobago,TTO,2000,0.000000,0.000127,0.000000,0.020000,0.020127,70
Estonia,EST,2000,0.005000,0.000000,0.000000,0.013000,0.018000,71
Turkmenistan,TKM,2000,0.003154,0.000000,0.000000,0.000000,0.003154,72
United Arab Emirates,ARE,2000,0.000000,0.000000,0.000000,0.000000,0.000000,73
Hong Kong,HKG,2000,0.000000,0.000000,0.000000,0.000000,0.000000,73
Kuwait,KWT,2000,0.000000,0.000000,0.000000,0.000000,0.000000,73
Oman,OMN,2000,0.000000,0.000000,0.000000,0.000000,0.000000,73
Qatar,QAT,2000,0.000000,0.000000,0.000000,0.000000,0.000000,73
Saudi Arabia,SAU,2000,0.000000,0.000000,0.000000,0.000000,0.000000,73
Cyprus,CYP,2000,0.000000,0.000000,0.000000,0.000000,0.000000,73
Canada,CAN,2001,331.521029,0.019579,0.329000,9.672149,341.541757,1
United States,USA,2001,210.240000,0.574351,6.805385,66.830436,284.450172,2
China,CHN,2001,277.430000,0.031000,0.719192,2.554000,280.734192,3
Brazil,BRA,2001,267.876000,0.000000,0.034900,8.990407,276.901307,4
Russia,RUS,2001,173.899000,0.000000,0.003100,0.114100,174.016200,5
Norway,NOR,2001,120.463000,0.005300,0.028758,0.255000,120.752058,6
Japan,JPN,2001,81.537000,0.499739,0.252000,16.028740,98.317479,7
Sweden,SWE,2001,79.061000,0.002000,0.482000,3.777000,83.322000,8
France,FRA,2001,74.268000,0.006161,0.131000,3.334000,77.739161,9
India,IND,2001,72.022962,0.011111,2.085000,2.069150,76.188223,10
Venezuela,VEN,2001,60.441000,0.000000,0.000000,0.000000,60.441000,11
Italy,ITA,2001,46.811000,0.019000,1.179000,6.338000,54.347000,12
Spain,ESP,2001,41.027000,0.024000,6.759000,1.631000,49.441000,13
Austria,AUT,2001,40.455482,0.005000,0.172000,1.667812,42.300294,14
Switzerland,CHE,2001,41.322879,0.013000,0.004000,0.876000,42.215879,15
Germany,DEU,2001,23.200000,0.100000,10.500000,5.200000,39.000000,16
Argentina,ARG,2001,36.580173,0.000043,0.049361,0.362998,36.992575,17
Mexico,MEX,2001,28.435330,0.008000,0.018000,6.247497,34.708827,18
Colombia,COL,2001,31.632658,0.002669,0.000000,0.496000,32.131327,19
New Zealand,NZL,2001,21.681162,0.000000,0.138988,3.529756,25.349906,20
Turkey,TUR,2001,24.009900,0.000000,0.062400,0.273600,24.345900,21
Chile,CHL,2001,21.680000,0.000000,0.007000,1.683000,23.370000,22
Finland,FIN,2001,13.149596,0.001700,0.069600,8.211789,21.432685,23
Pakistan,PAK,2001,18.291897,0.000000,0.000000,0.872100,19.163997,24
Vietnam,VNM,2001,18.210000,0.000000,0.000000,0.000000,18.210000,25
Peru,PER,2001,17.614800,0.000000,0.001200,0.163000,17.779000,26
Indonesia,IDN,2001,11.655000,0.000000,0.000000,6.034600,17.689600,27
Philippines,PHL,2001,7.104000,0.000000,0.000000,10.442000,17.546000,28
Australia,AUS,2001,16.123500,0.054150,0.287000,0.797500,17.262150,29
Portugal,PRT,2001,14.034000,0.001600,0.256000,1.450000,15.741600,30
Romania,ROU,2001,14.923000,0.000000,0.000000,0.000000,14.923000,31
Egypt,EGY,2001,14.413500,0.000900,0.179000,0.000000,14.593400,32
Ukraine,UKR,2001,12.032000,0.000000,0.016000,0.000000,12.048000,33
United Kingdom,GBR,2001,4.054648,0.002000,0.965000,4.526000,9.547648,34
Kazakhstan,KAZ,2001,8.081139,0.000000,0.000000,0.000000,8.081139,35
Iceland,ISL,2001,6.572595,0.000000,0.000000,1.450863,8.023458,36
Croatia,HRV,2001,7.181000,0.000000,0.000000,0.000000,7.181000,37
Ecuador,ECU,2001,7.070653,0.000000,0.000000,0.000000,7.070653,38
Thailand,THA,2001,6.174345,0.000000,0.000000,0.621088,6.795433,39
Malaysia,MYS,2001,6.066000,0.000000,0.000000,0.574094,6.640094,40
Taiwan,TWN,2001,5.090298,0.000264,0.012229,1.320277,6.423068,41
Uzbekistan,UZB,2001,6.017000,0.000000,0.000000,0.000000,6.017000,42
Denmark,DNK,2001,0.027600,0.001200,4.306019,1.511559,5.846378,43
Slovakia,SVK,2001,4.927000,0.000000,0.000000,0.154000,5.081000,44
Iran,IRN,2001,4.122000,0.000000,0.033700,0.000000,4.155700,45
Slovenia,SVN,2001,3.796000,0.000000,0.000000,0.072000,3.868000,46
Iraq,IRQ,2001,3.701006,0.000000,0.000000,0.000000,3.701006,47
Netherlands,NLD,2001,0.117324,0.013060,0.825000,2.358034,3.313418,48
Sri Lanka,LKA,2001,3.117844,0.000903,0.003500,0.000000,3.122247,49
Greece,GRC,2001,2.097000,0.000000,0.756000,0.079000,2.932000,50
Latvia,LVA,2001,2.833000,0.000000,0.003000,0.003000,2.839000,51
Poland,POL,2001,2.325000,0.000000,0.014000,0.444000,2.783000,52
Czechia,CZE,2001,2.054000,0.000000,0.000200,0.514000,2.568200,53
South Korea,KOR,2001,2.329939,0.006184,0.012590,0.088000,2.436713,54
South Africa,ZAF,2001,1.721000,0.010800,0.000000,0.423100,2.154900,55
Bulgaria,BGR,2001,1.737000,0.000000,0.000000,0.000000,1.737000,56
Azerbaijan,AZE,2001,1.301000,0.000000,0.000000,0.000000,1.301000,57
Belgium,BEL,2001,0.441000,0.000000,0.037000,0.597000,1.075000,58
Morocco,MAR,2001,0.862300,0.000000,0.205800,0.000000,1.068100,59
Ireland,IRL,2001,0.596000,0.000000,0.334060,0.097017,1.027077,60
Bangladesh,BGD,2001,0.993000,0.000000,0.000000,0.000000,0.993000,61
North Macedonia,MKD,2001,0.626000,0.000000,0.000000,0.000000,0.626000,62
Singapore,SGP,2001,0.000000,0.000000,0.000000,0.473000,0.473000,63
Lithuania,LTU,2001,0.325500,0.000000,0.000000,0.002000,0.327500,64
Hungary,HUN,2001,0.186000,0.000000,0.001000,0.070000,0.257000,65
Luxembourg,LUX,2001,0.118032,0.000046,0.023740,0.025873,0.167691,66
Algeria,DZA,2001,0.069000,0.000000,0.000000,0.000000,0.069000,67
Belarus,BLR,2001,0.030000,0.000000,0.000000,0.000000,0.030000,68
Trinidad and Tobago,TTO,2001,0.000000,0.000635,0.000000,0.029000,0.029635,69
Israel,ISR,2001,0.010000,0.000000,0.010000,0.000000,0.020000,70
Estonia,EST,2001,0.007000,0.000000,0.000000,0.011000,0.018000,71
Turkmenistan,TKM,2001,0.003154,0.000000,0.000000,0.000000,0.003154,72
Cyprus,CYP,2001,0.000000,0.000000,0.000000,0.000000,0.000000,73
Saudi Arabia,SAU,2001,0.000000,0.000000,0.000000,0.000000,0.000000,73
United Arab Emirates,ARE,2001,0.000000,0.000000,0.000000,0.000000,0.000000,73
Hong Kong,HKG,2001,0.000000,0.000000,0.000000,0.000000,0.000000,73
Qatar,QAT,2001,0.000000,0.000000,0.000000,0.000000,0.000000,73
Oman,OMN,2001,0.000000,0.000000,0.000000,0.000000,0.000000,73
Kuwait,KWT,2001,0.000000,0.000000,0.000000,0.000000,0.000000,73
Canada,CAN,2002,349.274639,0.022737,0.405000,10.046104,359.748480,1
United States,USA,2002,258.167579,0.601598,10.458869,71.789357,341.017403,2
Brazil,BRA,2002,286.092000,0.000000,0.061000,10.226147,296.379147,3
China,CHN,2002,287.970000,0.048000,0.837374,2.546000,291.401374,4
Russia,RUS,2002,162.174000,0.000000,0.006200,0.173300,162.353500,5
Norway,NOR,2002,129.372000,0.005300,0.038903,0.250000,129.666203,6
Japan,JPN,2002,80.600000,0.694620,0.413000,16.939310,98.646930,7
India,IND,2002,68.544894,0.013131,2.085000,2.139901,72.782926,8
Sweden,SWE,2002,66.358000,0.002000,0.608000,4.175000,71.143000,9
France,FRA,2002,60.397000,0.007103,0.265000,3.537000,64.206103,10
Venezuela,VEN,2002,59.534000,0.000000,0.000000,0.000000,59.534000,11
Italy,ITA,2002,39.519000,0.021000,1.404000,7.372000,48.316000,12
Germany,DEU,2002,23.700000,0.200000,15.800000,6.400000,46.100000,13
Austria,AUT,2002,40.227003,0.009000,0.203000,1.520444,41.959447,14
Argentina,ARG,2002,35.778836,0.000047,0.073405,0.529980,36.382268,15
Switzerland,CHE,2002,35.171818,0.015000,0.005000,0.909000,36.100818,16
Spain,ESP,2002,22.920000,0.030000,9.342000,2.586000,34.878000,17
Colombia,COL,2002,33.968038,0.004651,0.000000,0.491000,34.463689,18
Turkey,TUR,2002,33.683800,0.000000,0.048000,0.234600,33.966400,19
Mexico,MEX,2002,24.861590,0.008000,0.021000,6.071060,30.961650,20
New Zealand,NZL,2002,24.873025,0.000000,0.155483,3.366999,28.395507,21
Chile,CHL,2002,23.187000,0.000000,0.007000,1.781000,24.975000,22
Pakistan,PAK,2002,20.417628,0.000000,0.000000,0.960800,21.378428,23
Finland,FIN,2002,10.730404,0.001900,0.063000,8.932421,19.727725,24
Peru,PER,2002,18.040100,0.000000,0.001200,0.186000,18.227300,25
Vietnam,VNM,2002,18.198000,0.000000,0.000000,0.000000,18.198000,26
Australia,AUS,2002,16.095000,0.058300,0.533550,1.266800,17.953650,27
Philippines,PHL,2002,7.032973,0.000000,0.000000,10.242493,17.275466,28
Indonesia,IDN,2002,9.933000,0.000000,0.000000,6.243300,16.176300,29
Romania,ROU,2002,16.046000,0.000000,0.000000,0.003000,16.049000,30
Egypt,EGY,2002,13.994500,0.001000,0.212500,0.000000,14.208000,31
United Kingdom,GBR,2002,4.787484,0.003000,1.259000,5.080100,11.129584,32
Portugal,PRT,2002,7.800000,0.001800,0.362000,1.569000,9.732800,33
Ukraine,UKR,2002,9.627000,0.000000,0.022000,0.000000,9.649000,34
Kazakhstan,KAZ,2002,8.889543,0.000000,0.000000,0.000000,8.889543,35
Iceland,ISL,2002,6.970682,0.000000,0.000000,1.430420,8.401102,36
Thailand,THA,2002,7.366940,0.000000,0.000000,0.752402,8.119342,37
Iran,IRN,2002,8.012000,0.000000,0.030300,0.000000,8.042300,38
Ecuador,ECU,2002,7.524256,0.000000,0.000000,0.000000,7.524256,39
Denmark,DNK,2002,0.031800,0.001281,4.876939,1.879122,6.789142,40
Uzbekistan,UZB,2002,6.186000,0.000000,0.000000,0.000000,6.186000,41
Croatia,HRV,2002,5.851000,0.000000,0.000000,0.000000,5.851000,42
Malaysia,MYS,2002,5.415000,0.000000,0.000000,0.404400,5.819400,43
Slovakia,SVK,2002,5.268000,0.000000,0.000000,0.152000,5.420000,44
Iraq,IRQ,2002,4.560040,0.000000,0.000000,0.000000,4.560040,45
Taiwan,TWN,2002,2.778901,0.000348,0.015880,1.599335,4.394464,46
Netherlands,NLD,2002,0.109636,0.017040,0.946000,2.906752,3.979428,47
Greece,GRC,2002,2.800000,0.000000,0.651000,0.126000,3.577000,48
South Korea,KOR,2002,3.232778,0.007044,0.014881,0.179000,3.433703,49
Slovenia,SVN,2002,3.313000,0.000000,0.000000,0.102000,3.415000,50
Czechia,CZE,2002,2.492000,0.000000,0.001600,0.494000,2.987600,51
Poland,POL,2002,2.279000,0.000000,0.061000,0.427000,2.767000,52
Sri Lanka,LKA,2002,2.700412,0.001501,0.003606,0.000000,2.705519,53
South Africa,ZAF,2002,2.084000,0.012400,0.000000,0.460300,2.556700,54
Latvia,LVA,2002,2.464000,0.000000,0.011000,0.010000,2.485000,55
Bulgaria,BGR,2002,2.194000,0.000000,0.000000,0.000000,2.194000,56
Azerbaijan,AZE,2002,2.020000,0.000000,0.000000,0.000000,2.020000,57
Ireland,IRL,2002,0.912000,0.000000,0.388070,0.081015,1.381085,58
Belgium,BEL,2002,0.360000,0.000000,0.057000,0.721000,1.138000,59
Morocco,MAR,2002,0.842000,0.000101,0.193900,0.000000,1.036001,60
North Macedonia,MKD,2002,0.757000,0.000000,0.000000,0.000000,0.757000,61
Bangladesh,BGD,2002,0.749000,0.000100,0.000000,0.000000,0.749100,62
Singapore,SGP,2002,0.000000,0.000000,0.000000,0.473000,0.473000,63
Lithuania,LTU,2002,0.353200,0.000000,0.000000,0.004000,0.357200,64
Hungary,HUN,2002,0.194000,0.000000,0.001000,0.042000,0.237000,65
Luxembourg,LUX,2002,0.099731,0.000059,0.024479,0.027015,0.151284,66
Algeria,DZA,2002,0.057000,0.000000,0.000000,0.000000,0.057000,67
Estonia,EST,2002,0.006000,0.000000,0.001400,0.027000,0.034400,68
Israel,ISR,2002,0.021000,0.000000,0.011000,0.000000,0.032000,69
Belarus,BLR,2002,0.029000,0.000000,0.000000,0.000000,0.029000,70
Trinidad and Tobago,TTO,2002,0.000000,0.000965,0.000000,0.026000,0.026965,71
Turkmenistan,TKM,2002,0.003154,0.000000,0.000000,0.000000,0.003154,72
Oman,OMN,2002,0.000000,0.000000,0.000000,0.000000,0.000000,73
Kuwait,KWT,2002,0.000000,0.000000,0.000000,0.000000,0.000000,73
Hong Kong,HKG,2002,0.000000,0.000000,0.000000,0.000000,0.000000,73
United Arab Emirates,ARE,2002,0.000000,0.000000,0.000000,0.000000,0.000000,73
Qatar,QAT,2002,0.000000,0.000000,0.000000,0.000000,0.000000,73
Cyprus,CYP,2002,0.000000,0.000000,0.000000,0.000000,0.000000,73
Saudi Arabia,SAU,2002,0.000000,0.000000,0.000000,0.000000,0.000000,73
United States,USA,2003,269.970968,0.610654,11.300471,71.332140,353.214233,1
Canada,CAN,2003,336.139365,0.022789,0.690000,9.417294,346.269448,2
Brazil,BRA,2003,305.616000,0.000000,0.061000,11.894463,317.571463,3
China,CHN,2003,283.680000,0.064000,0.996970,2.536000,287.276970,4
Russia,RUS,2003,155.670000,0.000000,0.008600,0.365800,156.044400,5
Japan,JPN,2003,92.472000,0.953955,0.832000,17.876465,112.134420,6
Norway,NOR,2003,105.480000,0.006200,0.219796,0.330000,106.035996,7
India,IND,2003,69.296192,0.016162,2.604480,2.712540,74.629374,8
France,FRA,2003,58.943000,0.007767,0.388000,3.717000,63.055767,9
Venezuela,VEN,2003,60.532000,0.000000,0.000000,0.000000,60.532000,10
Sweden,SWE,2003,53.540000,0.002000,0.679000,4.510000,58.731000,11
Spain,ESP,2003,41.054000,0.041000,12.075000,3.184000,56.354000,12
Italy,ITA,2003,36.670000,0.024000,1.458000,8.714000,46.866000,13
Germany,DEU,2003,18.321197,0.313000,19.087000,8.948651,46.669848,14
Colombia,COL,2003,36.176360,0.006405,0.000000,0.495000,36.677765,15
Switzerland,CHE,2003,34.767131,0.018000,0.005000,0.930000,35.720131,16
Turkey,TUR,2003,35.329500,0.000000,0.061400,0.167600,35.558500,17
Austria,AUT,2003,33.214992,0.015000,0.366000,1.711921,35.307913,18
Argentina,ARG,2003,33.800577,0.000065,0.077954,0.880599,34.759195,19
New Zealand,NZL,2003,23.622797,0.000000,0.146541,3.276633,27.045971,20
Mexico,MEX,2003,19.852205,0.008000,0.019000,6.949713,26.828918,21
Pakistan,PAK,2003,24.597500,0.000000,0.000000,1.041100,25.638600,22
Chile,CHL,2003,22.603000,0.000000,0.007000,1.695000,24.305000,23
Vietnam,VNM,2003,18.986000,0.000000,0.000000,0.000000,18.986000,24
Finland,FIN,2003,9.550505,0.002100,0.091900,9.292000,18.936505,25
Peru,PER,2003,18.533700,0.000000,0.001200,0.196000,18.730900,26
Australia,AUS,2003,16.210550,0.063200,0.704050,1.691800,18.669600,27
Portugal,PRT,2003,15.723000,0.002600,0.496000,1.484000,17.705600,28
Philippines,PHL,2003,7.869820,0.000000,0.000000,9.822444,17.692264,29
Indonesia,IDN,2003,9.099000,0.000000,0.000000,6.301900,15.400900,30
Romania,ROU,2003,13.259000,0.000000,0.000000,0.003000,13.262000,31
Egypt,EGY,2003,12.939000,0.001000,0.286000,0.000000,13.226000,32
United Kingdom,GBR,2003,3.227700,0.003000,1.288000,6.173700,10.692400,33
Iran,IRN,2003,9.588000,0.000000,0.027600,0.000000,9.615600,34
Ukraine,UKR,2003,9.238000,0.000000,0.031000,0.000000,9.269000,35
Kazakhstan,KAZ,2003,8.624540,0.000000,0.000000,0.000000,8.624540,36
Iceland,ISL,2003,7.082327,0.000000,0.000000,1.404678,8.487005,37
Thailand,THA,2003,7.207755,0.000000,0.000000,1.231493,8.439248,38
Denmark,DNK,2003,0.021200,0.001519,5.560783,2.493352,8.076854,39
Ecuador,ECU,2003,7.180417,0.000000,0.000000,0.000000,7.180417,40
Uzbekistan,UZB,2003,7.154873,0.000000,0.000000,0.000000,7.154873,41
Greece,GRC,2003,4.766000,0.000000,1.021000,0.105000,5.892000,42
Malaysia,MYS,2003,5.090000,0.000000,0.000000,0.416500,5.506500,43
Croatia,HRV,2003,5.458000,0.000000,0.000000,0.000000,5.458000,44
South Korea,KOR,2003,4.885577,0.007752,0.024865,0.188000,5.106194,45
Taiwan,TWN,2003,3.034516,0.000461,0.023762,1.772635,4.831374,46
Iraq,IRQ,2003,4.755900,0.000000,0.000000,0.000000,4.755900,47
Netherlands,NLD,2003,0.072023,0.030740,1.318000,2.547534,3.968297,48
Slovakia,SVK,2003,3.288000,0.000000,0.002000,0.099000,3.389000,49
Sri Lanka,LKA,2003,3.318742,0.002404,0.003406,0.000000,3.324552,50
Slovenia,SVN,2003,2.957000,0.000000,0.000000,0.122000,3.079000,51
Bulgaria,BGR,2003,3.029000,0.000000,0.000000,0.000000,3.029000,52
Azerbaijan,AZE,2003,2.470000,0.000000,0.000000,0.000000,2.470000,53
Latvia,LVA,2003,2.266000,0.000000,0.048000,0.024000,2.338000,54
Poland,POL,2003,1.671000,0.000000,0.124000,0.455000,2.250000,55
Czechia,CZE,2003,1.383000,0.000000,0.003900,0.490000,1.876900,56
Morocco,MAR,2003,1.441712,0.000101,0.202800,0.000000,1.644613,57
North Macedonia,MKD,2003,1.374000,0.000000,0.000000,0.000000,1.374000,58
South Africa,ZAF,2003,0.827412,0.013900,0.006000,0.408400,1.255712,59
Belgium,BEL,2003,0.247000,0.000000,0.088000,0.857000,1.192000,60
Ireland,IRL,2003,0.598000,0.000000,0.454082,0.086015,1.138097,61
Bangladesh,BGD,2003,0.749000,0.000900,0.000000,0.000000,0.749900,62
Singapore,SGP,2003,0.000000,0.000000,0.000000,0.495000,0.495000,63
Hungary,HUN,2003,0.171000,0.000000,0.004000,0.161000,0.336000,64
Lithuania,LTU,2003,0.325100,0.000000,0.000000,0.007000,0.332100,65
Algeria,DZA,2003,0.265000,0.000000,0.000000,0.000000,0.265000,66
Luxembourg,LUX,2003,0.079420,0.001399,0.026168,0.034151,0.141138,67
Estonia,EST,2003,0.013000,0.000000,0.006100,0.026000,0.045100,68
Israel,ISR,2003,0.031000,0.000000,0.012000,0.000000,0.043000,69
Belarus,BLR,2003,0.028000,0.000000,0.000000,0.000000,0.028000,70
Trinidad and Tobago,TTO,2003,0.000000,0.001498,0.000000,0.012000,0.013498,71
Turkmenistan,TKM,2003,0.003154,0.000000,0.000000,0.000000,0.003154,72
United Arab Emirates,ARE,2003,0.000000,0.000000,0.000000,0.000000,0.000000,73
Hong Kong,HKG,2003,0.000000,0.000000,0.000000,0.000000,0.000000,73
Saudi Arabia,SAU,2003,0.000000,0.000000,0.000000,0.000000,0.000000,73
Oman,OMN,2003,0.000000,0.000000,0.000000,0.000000,0.000000,73
Cyprus,CYP,2003,0.000000,0.000000,0.000000,0.000000,0.000000,73
Qatar,QAT,2003,0.000000,0.000000,0.000000,0.000000,0.000000,73
Kuwait,KWT,2003,0.000000,0.000000,0.000000,0.000000,0.000000,73
China,CHN,2004,353.544000,0.076000,1.277778,2.528000,357.425778,1
United States,USA,2004,262.554644,0.698132,14.286607,71.945373,349.484756,2
Canada,CAN,2004,338.398361,0.014263,0.945000,9.804526,349.162150,3
Brazil,BRA,2004,320.796907,0.000000,0.061000,12.475056,333.332963,4
Russia,RUS,2004,175.677000,0.000000,0.007000,0.449800,176.133800,5
Japan,JPN,2004,91.667000,1.271622,1.440000,18.053456,112.432078,6
Norway,NOR,2004,108.781000,0.006200,0.259519,0.359000,109.405719,7
India,IND,2004,100.636000,0.018182,5.225430,3.314363,109.193975,8
Venezuela,VEN,2004,70.075000,0.000000,0.000000,0.000000,70.075000,9
Sweden,SWE,2004,60.588000,0.002000,0.850000,7.201000,68.641000,10
France,FRA,2004,59.555000,0.008448,0.595000,3.782000,63.940448,11
Germany,DEU,2004,20.745722,0.557000,26.019000,10.635514,57.957236,12
Italy,ITA,2004,42.338000,0.029000,1.847000,9.657000,53.871000,13
Spain,ESP,2004,31.676000,0.056000,15.700000,3.330000,50.762000,14
Turkey,TUR,2004,46.083700,0.000000,0.057700,0.169200,46.310600,15
Austria,AUT,2004,36.762283,0.018000,0.924000,2.059730,39.764013,16
Colombia,COL,2004,38.330058,0.007952,0.051990,0.467000,38.857000,17
Switzerland,CHE,2004,33.751717,0.018000,0.006000,0.970000,34.745717,18
Mexico,MEX,2004,25.176394,0.009000,0.020000,7.261834,32.467228,19
Argentina,ARG,2004,30.462403,0.000070,0.072446,0.867512,31.402431,20
New Zealand,NZL,2004,27.240087,0.000000,0.361537,3.394705,30.996329,21
Pakistan,PAK,2004,26.216000,0.000000,0.000000,1.076400,27.292400,22
Finland,FIN,2004,15.015051,0.002400,0.120300,10.370947,25.508698,23
Chile,CHL,2004,20.969338,0.000000,0.005000,2.031000,23.005338,24
Australia,AUS,2004,15.686650,0.072950,0.795000,2.815250,19.369850,25
Philippines,PHL,2004,8.592681,0.000000,0.000000,10.281550,18.874231,26
Vietnam,VNM,2004,17.818000,0.000000,0.000000,0.000000,17.818000,27
Peru,PER,2004,17.525300,0.000000,0.001200,0.153000,17.679500,28
Romania,ROU,2004,16.513000,0.000000,0.000000,0.004000,16.517000,29
Indonesia,IDN,2004,9.674000,0.000000,0.000000,6.665600,16.339600,30
United Kingdom,GBR,2004,4.844460,0.004000,1.939000,7.363900,14.151360,31
Egypt,EGY,2004,12.831500,0.001000,0.504051,0.000000,13.336551,32
Portugal,PRT,2004,9.869000,0.002900,0.816000,1.631000,12.318900,33
Iran,IRN,2004,11.933000,0.000000,0.046300,0.000000,11.979300,34
Ukraine,UKR,2004,11.753000,0.000000,0.033000,0.000000,11.786000,35
Denmark,DNK,2004,0.026500,0.001839,6.583111,2.910755,9.522205,36
Iceland,ISL,2004,7.131893,0.000000,0.000000,1.482383,8.614276,37
Kazakhstan,KAZ,2004,8.056666,0.000000,0.000000,0.000000,8.056666,38
Thailand,THA,2004,5.896294,0.000000,0.000000,1.841918,7.738212,39
