entity,code,year,hydro_generation_twh,solar_generation_twh,wind_generation_twh,geo_biomass_other_twh,total_renewable_generation_twh,rank
Hong Kong,HKG,2015,0.000000,0.004000,0.000811,0.057000,0.061811,74
Saudi Arabia,SAU,2015,0.000000,0.045881,0.000000,0.000000,0.045881,75
Turkmenistan,TKM,2015,0.003154,0.005220,0.000000,0.000000,0.008374,76
Trinidad and Tobago,TTO,2015,0.000000,0.005151,0.000000,0.000000,0.005151,77
Kuwait,KWT,2015,0.000000,0.005090,0.000000,0.000000,0.005090,78
Oman,OMN,2015,0.000000,0.003700,0.000000,0.000000,0.003700,79
China,CHN,2016,1153.267500,66.527950,240.860500,62.134767,1522.790717,1
United States,USA,2016,263.763663,55.420202,229.285416,82.722566,631.191847,2
Brazil,BRA,2016,380.910942,0.085261,33.488872,51.334700,465.819775,3
Canada,CAN,2016,385.432425,4.032322,30.933117,11.359523,431.757387,4
India,IND,2016,128.381614,11.555980,43.452710,24.816966,208.207270,5
Germany,DEU,2016,20.546000,36.670000,79.924000,51.103000,188.243000,6
Russia,RUS,2016,184.611772,0.468300,0.148121,0.445900,185.674093,7
Japan,JPN,2016,79.425875,43.325693,5.340769,23.670853,151.763190,8
Norway,NOR,2016,142.418000,0.023800,2.115742,0.233000,144.790542,9
Italy,ITA,2016,40.606800,22.104300,17.688700,25.797200,106.197000,10
Spain,ESP,2016,36.385571,13.641701,48.914000,5.664680,104.605952,11
France,FRA,2016,59.923428,8.164943,21.307965,9.635902,99.032238,12
Turkey,TUR,2016,67.230900,1.043100,15.517100,7.190100,90.981200,13
Sweden,SWE,2016,62.018000,0.143000,15.479000,11.488078,89.128078,14
United Kingdom,GBR,2016,5.370585,10.407928,37.159423,30.065534,83.003470,15
Vietnam,VNM,2016,64.167000,0.005290,0.201000,0.068000,64.441290,16
Venezuela,VEN,2016,62.756050,0.003650,0.097590,0.000000,62.857290,17
Austria,AUT,2016,39.971337,1.096016,5.234838,4.795521,51.097712,18
Mexico,MEX,2016,30.697353,0.252276,10.378095,7.609291,48.937015,19
Colombia,COL,2016,46.787927,0.000000,0.050887,1.993804,48.832618,20
Australia,AUS,2016,17.629422,7.439776,13.039705,3.627513,41.736416,21
Switzerland,CHE,2016,34.627929,1.333000,0.109000,1.725000,37.794929,22
New Zealand,NZL,2016,25.935049,0.056520,2.340765,8.945970,37.278304,23
Pakistan,PAK,2016,34.577642,0.716873,0.918119,0.532256,36.744890,24
Portugal,PRT,2016,15.723000,0.822000,12.474000,3.242000,32.261000,25
Argentina,ARG,2016,29.752789,0.014273,0.547359,1.138809,31.453230,26
Chile,CHL,2016,19.690727,2.550264,2.451839,6.722216,31.415046,27
Finland,FIN,2016,15.791919,0.022222,3.098990,11.422105,30.335236,28
Indonesia,IDN,2016,18.676890,0.021090,0.005690,11.243010,29.946680,29
Romania,ROU,2016,18.028000,1.820000,6.590000,0.531000,26.969000,30
Peru,PER,2016,24.136000,0.241000,1.064000,0.314423,25.755423,31
Poland,POL,2016,2.139000,0.124000,12.588000,7.957000,22.808000,32
Philippines,PHL,2016,8.110915,1.097016,0.975219,11.796309,21.979459,33
South Korea,KOR,2016,2.846275,5.515817,1.683142,11.736701,21.781935,34
Malaysia,MYS,2016,20.024000,0.310000,0.000000,0.760000,21.094000,35
Iceland,ISL,2016,13.469596,0.000000,0.009210,5.067280,18.546086,36
Denmark,DNK,2016,0.019272,0.743781,12.781731,4.845242,18.390026,37
Ecuador,ECU,2016,15.833842,0.038755,0.083959,0.489796,16.446352,38
Thailand,THA,2016,3.543078,3.377000,0.345000,8.816594,16.081672,39
Egypt,EGY,2016,13.197500,0.233610,2.396693,0.000000,15.827803,40
Iran,IRN,2016,15.422000,0.005000,0.156000,0.021800,15.604800,41
Greece,GRC,2016,5.543000,3.930000,5.146000,0.274000,14.893000,42
Netherlands,NLD,2016,0.101010,1.559424,8.170458,4.904580,14.735472,43
Belgium,BEL,2016,0.370000,3.095300,5.417300,5.375400,14.258000,44
Kazakhstan,KAZ,2016,11.620764,0.088403,0.274983,0.001860,11.986010,45
Taiwan,TWN,2016,6.562041,1.109005,1.457102,1.903696,11.031844,46
Czechia,CZE,2016,2.000500,2.131000,0.497000,4.766550,9.395050,47
Ukraine,UKR,2016,7.675800,0.490800,0.953800,0.136000,9.256400,48
South Africa,ZAF,2016,1.026515,3.340541,4.209000,0.331492,8.907548,49
Croatia,HRV,2016,6.853000,0.066000,1.014000,0.431000,8.364000,50
Ireland,IRL,2016,0.681025,0.005946,6.149000,0.681000,7.516971,51
Bulgaria,BGR,2016,3.942000,1.386000,1.425000,0.353614,7.106614,52
Uzbekistan,UZB,2016,6.859814,0.004643,0.000000,0.000000,6.864457,53
Slovakia,SVK,2016,4.261000,0.533000,0.006016,1.731000,6.531016,54
Slovenia,SVN,2016,4.503000,0.267000,0.006016,0.283000,5.059016,55
Sri Lanka,LKA,2016,4.231540,0.082970,0.344870,0.071960,4.731340,56
Morocco,MAR,2016,1.255700,0.401500,3.000100,0.000000,4.657300,57
Latvia,LVA,2016,2.529000,0.000382,0.130000,0.823000,3.482382,58
Iraq,IRQ,2016,3.371234,0.057305,0.000000,0.000000,3.428539,59
Hungary,HUN,2016,0.259000,0.244000,0.684000,2.071000,3.258000,60
Azerbaijan,AZE,2016,1.959300,0.035300,0.022800,0.087250,2.104650,61
Lithuania,LTU,2016,0.453900,0.066500,1.135900,0.439300,2.095600,62
North Macedonia,MKD,2016,1.897345,0.023700,0.109483,0.036033,2.066561,63
Israel,ISR,2016,0.000000,1.635500,0.000000,0.177400,1.812900,64
Estonia,EST,2016,0.035000,0.009677,0.594000,0.885000,1.523677,65
Bangladesh,BGD,2016,0.884633,0.219999,0.005081,0.002852,1.112565,66
Singapore,SGP,2016,0.000000,0.088489,0.000000,0.801526,0.890015,67
Luxembourg,LUX,2016,0.115411,0.100288,0.101486,0.140018,0.457203,68
Cyprus,CYP,2016,0.000000,0.145937,0.226701,0.052021,0.424659,69
Algeria,DZA,2016,0.072000,0.245000,0.019052,0.000000,0.336052,70
Belarus,BLR,2016,0.142000,0.026000,0.073000,0.094000,0.335000,71
United Arab Emirates,ARE,2016,0.000000,0.314378,0.000000,0.006000,0.320378,72
Qatar,QAT,2016,0.000000,0.008364,0.000000,0.114844,0.123208,73
Hong Kong,HKG,2016,0.000000,0.004000,0.000492,0.065000,0.069492,74
Kuwait,KWT,2016,0.000000,0.048814,0.000000,0.000000,0.048814,75
Saudi Arabia,SAU,2016,0.000000,0.045881,0.000000,0.000000,0.045881,76
Turkmenistan,TKM,2016,0.003154,0.006979,0.000000,0.000000,0.010133,77
Trinidad and Tobago,TTO,2016,0.000000,0.005151,0.000000,0.000000,0.005151,78
Oman,OMN,2016,0.000000,0.004196,0.000000,0.000000,0.004196,79
China,CHN,2017,1165.065000,117.800000,304.600000,79.598909,1667.063909,1
United States,USA,2017,296.806447,78.057576,256.871409,82.800321,714.535753,2
Brazil,BRA,2017,370.906456,0.831813,42.373258,52.912105,467.023632,3
Canada,CAN,2017,394.587385,3.573738,31.513615,10.850481,440.525219,4
India,IND,2017,135.823311,21.544580,52.629280,24.908186,234.905357,5
Germany,DEU,2017,20.150000,37.893000,105.693000,51.080000,214.816000,6
Russia,RUS,2017,185.163000,0.544000,0.139000,0.519179,186.365179,7
Japan,JPN,2017,79.291347,54.241691,5.827170,27.389729,166.749937,8
Norway,NOR,2017,141.955000,0.039961,2.854000,0.210000,145.058961,9
Italy,ITA,2017,34.372740,24.377700,17.741900,25.579400,102.071740,10
United Kingdom,GBR,2017,5.881870,11.475454,49.641121,31.898373,98.896818,11
Sweden,SWE,2017,64.964000,0.230000,17.609000,12.076000,94.879000,12
France,FRA,2017,48.964453,9.102625,24.543690,10.333821,92.944589,13
Turkey,TUR,2017,58.218500,2.889300,17.903800,9.099800,88.111400,14
Vietnam,VNM,2017,87.599000,0.007992,0.350000,0.076454,88.033446,15
Spain,ESP,2017,18.322000,14.320671,49.127000,6.078000,87.847671,16
Venezuela,VEN,2017,70.035480,0.003960,0.095220,0.016340,70.151000,17
Colombia,COL,2017,57.327727,0.005000,0.003071,1.991259,59.327057,18
Mexico,MEX,2017,31.847656,1.186506,10.619782,8.123817,51.777761,19
Austria,AUT,2017,38.293750,1.268971,6.571511,4.933439,51.067671,20
Australia,AUS,2017,13.499718,8.917557,13.210790,3.561684,39.189749,21
Switzerland,CHE,2017,34.095364,1.683000,0.133000,1.838000,37.749364,22
New Zealand,NZL,2017,25.175854,0.076849,2.091049,8.977402,36.321154,23
Chile,CHL,2017,21.325731,3.895948,3.625559,7.449310,36.296548,24
Pakistan,PAK,2017,30.204067,0.984052,1.762902,1.075315,34.026336,25
Argentina,ARG,2017,31.594284,0.016417,0.611567,1.389037,33.611305,26
Indonesia,IDN,2017,18.632390,0.029050,0.000000,13.352330,32.013770,27
Finland,FIN,2017,14.757576,0.049495,4.843434,11.833684,31.484189,28
Peru,PER,2017,29.074513,0.329723,1.073432,0.434910,30.912578,29
Malaysia,MYS,2017,26.846000,0.330000,0.000000,0.765000,27.941000,30
South Korea,KOR,2017,2.808820,7.737852,2.169014,14.238496,26.954182,31
Romania,ROU,2017,14.494000,1.856000,7.407000,0.525168,24.282168,32
Poland,POL,2017,2.560000,0.165000,14.909000,6.488000,24.122000,33
Philippines,PHL,2017,9.610799,1.201152,1.093558,11.283225,23.188734,34
Portugal,PRT,2017,5.897000,0.992000,12.248000,3.437000,22.574000,35
Denmark,DNK,2017,0.017872,0.751486,14.780000,6.248558,21.797916,36
Ecuador,ECU,2017,20.088610,0.037480,0.073400,0.430850,20.630340,37
Thailand,THA,2017,4.687186,4.543000,1.109000,9.293570,19.632756,38
Iceland,ISL,2017,14.058722,0.000000,0.008127,5.169599,19.236448,39
Iran,IRN,2017,17.232000,0.085805,0.318000,0.024440,17.660245,40
Netherlands,NLD,2017,0.061616,2.204346,10.568801,4.599350,17.434113,41
Belgium,BEL,2017,0.270100,3.307800,6.518300,5.711400,15.807600,42
Egypt,EGY,2017,12.788000,0.602545,2.109576,0.000000,15.500121,43
Greece,GRC,2017,3.962547,3.991477,5.536987,0.310028,13.801039,44
South Africa,ZAF,2017,1.961727,5.057583,5.866960,0.386364,13.272634,45
Kazakhstan,KAZ,2017,11.210185,0.092646,0.339764,0.002144,11.644739,46
Ukraine,UKR,2017,8.947610,0.721700,0.983400,0.209900,10.862610,47
Taiwan,TWN,2017,5.446815,1.667453,1.722459,1.858204,10.694931,48
Czechia,CZE,2017,1.869500,2.193368,0.591038,4.964567,9.618473,49
Ireland,IRL,2017,0.691603,0.011556,7.444742,0.729833,8.877734,50
Uzbekistan,UZB,2017,7.929553,0.006290,0.000000,0.000000,7.935843,51
Croatia,HRV,2017,5.307400,0.078700,1.204000,0.525600,7.115700,52
Slovakia,SVK,2017,4.324000,0.506000,0.006000,1.696000,6.532000,53
Bulgaria,BGR,2017,2.828103,1.402965,1.504064,0.395981,6.131113,54
Latvia,LVA,2017,4.380620,0.000440,0.150000,0.930640,5.461700,55
Sri Lanka,LKA,2017,4.031360,0.224610,0.366810,0.067000,4.689780,56
Morocco,MAR,2017,1.184712,0.415300,3.034900,0.000000,4.634912,57
Slovenia,SVN,2017,3.868345,0.283867,0.005716,0.293889,4.451817,58
Hungary,HUN,2017,0.220000,0.349000,0.758000,2.155000,3.482000,59
Lithuania,LTU,2017,0.602400,0.068000,1.363800,0.503600,2.537800,60
Iraq,IRQ,2017,2.176083,0.057305,0.000000,0.000000,2.233388,61
Azerbaijan,AZE,2017,1.746400,0.037200,0.022100,0.085150,1.890850,62
Israel,ISR,2017,0.000000,1.643000,0.000000,0.180000,1.823000,63
Estonia,EST,2017,0.026000,0.014492,0.723000,1.038000,1.801492,64
North Macedonia,MKD,2017,1.110279,0.023751,0.110480,0.051551,1.296061,65
Bangladesh,BGD,2017,1.029528,0.253361,0.005081,0.002852,1.290822,66
Singapore,SGP,2017,0.000000,0.122786,0.000000,0.774868,0.897654,67
United Arab Emirates,ARE,2017,0.000000,0.739189,0.000000,0.006000,0.745189,68
Belarus,BLR,2017,0.406000,0.089000,0.097000,0.106000,0.698000,69
Luxembourg,LUX,2017,0.085649,0.108463,0.234823,0.171380,0.600315,70
Algeria,DZA,2017,0.056000,0.504000,0.019000,0.000000,0.579000,71
Cyprus,CYP,2017,0.000000,0.172020,0.211450,0.051750,0.435220,72
Qatar,QAT,2017,0.000000,0.008364,0.000000,0.114844,0.123208,73
Hong Kong,HKG,2017,0.000000,0.005605,0.001045,0.065044,0.071694,74
Kuwait,KWT,2017,0.000000,0.051254,0.017520,0.000000,0.068774,75
Saudi Arabia,SAU,2017,0.000000,0.065036,0.000000,0.000000,0.065036,76
Oman,OMN,2017,0.000000,0.015560,0.000000,0.000000,0.015560,77
Turkmenistan,TKM,2017,0.003154,0.006960,0.000000,0.000000,0.010114,78
Trinidad and Tobago,TTO,2017,0.000000,0.005151,0.000000,0.000000,0.005151,79
China,CHN,2018,1198.887000,176.900000,365.800000,93.725225,1835.312225,1
United States,USA,2018,289.514596,94.308081,275.421671,81.893206,741.137554,2
Brazil,BRA,2018,388.971076,3.461435,48.475141,54.382234,495.289886,3
Canada,CAN,2018,385.893962,3.796970,33.144466,10.541605,433.377003,4
India,IND,2018,139.753029,36.331310,60.311280,27.224090,263.619709,5
Germany,DEU,2018,17.693000,43.459000,109.951000,50.972000,222.075000,6
Russia,RUS,2018,190.637560,0.624460,0.237160,0.504307,192.003487,7
Japan,JPN,2018,81.106790,62.114363,6.444881,30.131918,179.797952,8
Norway,NOR,2018,138.991268,0.060876,3.877000,0.204168,143.133312,9
Italy,ITA,2018,48.824800,22.653800,17.716400,25.258000,114.453000,10
France,FRA,2018,63.915768,10.411552,28.530870,10.550079,113.408269,11
United Kingdom,GBR,2018,5.443252,12.668400,56.907610,34.976120,109.995382,12
Spain,ESP,2018,34.334000,12.744000,50.896000,6.175547,104.149547,13
Turkey,TUR,2018,59.938500,7.799800,19.949200,11.053900,98.741400,14
Sweden,SWE,2018,62.050000,0.391000,16.623000,11.913000,90.977000,15
Vietnam,VNM,2018,84.489000,0.104992,0.487000,0.126210,85.207202,16
Colombia,COL,2018,56.651240,0.012000,0.043440,2.118790,58.825470,17
Venezuela,VEN,2018,58.150475,0.003960,0.095220,0.016340,58.265995,18
Mexico,MEX,2018,32.485556,3.180000,13.088611,7.648148,56.402315,19
Austria,AUT,2018,37.637910,1.455132,6.030429,4.943343,50.066814,20
Australia,AUS,2018,17.311331,12.332544,16.261954,3.588149,49.493978,21
Indonesia,IDN,2018,21.636380,0.090270,0.189980,26.448280,48.364910,22
Chile,CHL,2018,23.366769,5.118721,3.587895,9.157252,41.230637,23
Switzerland,CHE,2018,34.609191,1.945000,0.122000,1.811000,38.487191,24
New Zealand,NZL,2018,26.254579,0.100447,2.067966,8.898494,37.321486,25
Argentina,ARG,2018,32.278668,0.108130,1.412743,1.589833,35.389374,26
Pakistan,PAK,2018,29.479803,1.023203,2.831790,1.030378,34.365174,27
Peru,PER,2018,30.737400,0.796700,1.502400,0.491651,33.528151,28
Finland,FIN,2018,13.269697,0.090909,5.897980,12.825263,32.083849,29
South Korea,KOR,2018,3.359418,10.154964,2.464879,14.556831,30.536092,30
Portugal,PRT,2018,12.393000,1.005000,12.617000,3.386000,29.401000,31
Malaysia,MYS,2018,26.325000,0.632000,0.000000,1.351000,28.308000,32
Romania,ROU,2018,17.663900,1.771000,6.322000,0.437130,26.194030,33
Thailand,THA,2018,7.597013,4.537000,1.641000,11.746234,25.521247,34
Philippines,PHL,2018,9.383758,1.249116,1.152923,11.540127,23.325924,35
Poland,POL,2018,1.970000,0.300000,12.799000,6.548000,21.617000,36
Ecuador,ECU,2018,20.678002,0.038079,0.080258,0.427968,21.224307,37
Denmark,DNK,2018,0.014861,0.952973,13.901956,5.890091,20.759881,38
Iceland,ISL,2018,13.812796,0.000000,0.004363,6.009834,19.826993,39
Netherlands,NLD,2018,0.072727,3.709364,10.548511,4.571278,18.901880,40
Belgium,BEL,2018,0.292300,3.903200,7.571400,5.418600,17.185500,41
Egypt,EGY,2018,12.812546,0.553013,2.987391,0.000000,16.352950,42
Greece,GRC,2018,5.743448,3.790652,6.300259,0.314070,16.148429,43
South Africa,ZAF,2018,1.169758,6.203429,6.416343,0.431334,14.220864,44
Ukraine,UKR,2018,10.427700,1.107500,1.188400,0.300500,13.024100,45
Kazakhstan,KAZ,2018,10.376336,0.141264,0.385315,0.002428,10.905343,46
Taiwan,TWN,2018,4.481584,2.712080,1.707184,1.968584,10.869432,47
Iran,IRN,2018,9.838000,0.221816,0.750000,0.024440,10.834256,48
Ireland,IRL,2018,0.694090,0.021701,8.639767,0.848341,10.203899,49
Croatia,HRV,2018,7.700900,0.074900,1.335400,0.670100,9.781300,50
Czechia,CZE,2018,1.627400,2.339677,0.609330,4.826179,9.402586,51
Bulgaria,BGR,2018,5.146578,1.342775,1.318123,1.572966,9.380442,52
Sri Lanka,LKA,2018,6.411460,0.321310,0.326310,0.087100,7.146180,53
Morocco,MAR,2018,1.693443,0.950155,3.840743,0.000000,6.484341,54
Uzbekistan,UZB,2018,5.897300,0.006827,0.000000,0.000000,5.904127,55
Slovakia,SVK,2018,3.590000,0.585000,0.006000,1.625000,5.806000,56
Slovenia,SVN,2018,4.704320,0.254961,0.006021,0.272717,5.238019,57
Hungary,HUN,2018,0.222000,0.629000,0.607000,2.309000,3.767000,58
Latvia,LVA,2018,2.431569,0.001273,0.122038,0.943715,3.498595,59
Lithuania,LTU,2018,0.431000,0.086600,1.145000,0.543000,2.205600,60
Iraq,IRQ,2018,1.817702,0.376545,0.000000,0.000000,2.194247,61
Israel,ISR,2018,0.000000,1.828000,0.000000,0.188300,2.016300,62
Azerbaijan,AZE,2018,1.768000,0.039260,0.082700,0.081100,1.971060,63
North Macedonia,MKD,2018,1.791368,0.022788,0.097338,0.054050,1.965544,64
Estonia,EST,2018,0.015000,0.030802,0.636000,1.261000,1.942802,65
United Arab Emirates,ARE,2018,0.000000,1.308680,0.000000,0.006000,1.314680,66
Bangladesh,BGD,2018,0.865411,0.275068,0.005081,0.002852,1.148412,67
Singapore,SGP,2018,0.000000,0.135162,0.000000,0.762494,0.897656,68
Algeria,DZA,2018,0.117000,0.603000,0.010000,0.000000,0.730000,69
Luxembourg,LUX,2018,0.092778,0.119725,0.254575,0.217402,0.684480,70
Belarus,BLR,2018,0.324000,0.118000,0.099000,0.109000,0.650000,71
Cyprus,CYP,2018,0.000000,0.191830,0.220610,0.051360,0.463800,72
Saudi Arabia,SAU,2018,0.000000,0.159488,0.000000,0.000000,0.159488,73
Qatar,QAT,2018,0.000000,0.008364,0.000000,0.114844,0.123208,74
Hong Kong,HKG,2018,0.000000,0.006383,0.000700,0.067185,0.074268,75
Kuwait,KWT,2018,0.000000,0.053214,0.001960,0.000000,0.055174,76
Oman,OMN,2018,0.000000,0.015712,0.000000,0.000000,0.015712,77
Turkmenistan,TKM,2018,0.003154,0.006960,0.000000,0.000000,0.010114,78
Trinidad and Tobago,TTO,2018,0.000000,0.004670,0.000000,0.000000,0.004670,79
China,CHN,2019,1272.538000,224.000000,405.300000,112.725225,2014.563225,1
United States,USA,2019,285.467664,107.973737,298.871196,76.820543,769.133140,2
Brazil,BRA,2019,397.877057,6.654579,55.985622,54.920877,515.438135,3
Canada,CAN,2019,381.770323,4.079798,32.875573,10.307284,429.032978,4
India,IND,2019,162.066250,46.267700,63.314230,31.511576,303.159756,5
Germany,DEU,2019,19.731000,44.383000,125.894000,50.323000,240.331000,6
Russia,RUS,2019,194.376140,0.985050,0.314810,0.521152,196.197152,7
Japan,JPN,2019,73.640510,67.746255,6.748665,32.156212,180.291642,8
Turkey,TUR,2019,88.822800,9.249800,21.730700,13.575900,133.379200,9
Norway,NOR,2019,125.146000,0.105020,5.525000,0.253005,131.029025,10
United Kingdom,GBR,2019,5.846300,12.580090,63.795160,37.319420,119.540970,11
Italy,ITA,2019,47.154800,23.688900,20.034400,25.637500,116.515600,12
France,FRA,2019,56.027713,11.747336,34.615359,10.743962,113.134370,13
Sweden,SWE,2019,65.207000,0.663000,19.847000,13.036000,98.753000,14
Spain,ESP,2019,22.486077,15.108287,53.089070,5.637065,96.320499,15
Vietnam,VNM,2019,66.542000,5.251790,0.722000,0.126210,72.642000,16
Colombia,COL,2019,54.437000,0.132060,0.063320,2.444128,57.076508,17
Australia,AUS,2019,14.020776,18.296987,19.471688,3.467726,55.257177,18
Mexico,MEX,2019,23.608056,7.366667,16.726667,7.452208,55.153598,19
Austria,AUT,2019,40.825971,1.702093,7.450076,4.668266,54.646406,20
Venezuela,VEN,2019,49.636760,0.003080,0.083290,0.046110,49.769240,21
Indonesia,IDN,2019,21.161000,0.118280,0.484000,26.281500,48.044780,22
Chile,CHL,2019,21.440327,6.300226,4.895221,9.546550,42.182324,23
Switzerland,CHE,2019,37.633969,2.178000,0.146000,1.862000,41.819969,24
Pakistan,PAK,2019,36.136222,1.068956,3.148245,0.618053,40.971476,25
New Zealand,NZL,2019,25.598652,0.127594,2.255667,8.981838,36.963751,26
Iran,IRN,2019,33.865000,0.510473,0.722000,0.010686,35.108159,27
Argentina,ARG,2019,27.504504,0.799698,4.995966,1.649902,34.950070,28
Peru,PER,2019,31.462100,0.832900,1.655000,0.454611,34.404611,29
South Korea,KOR,2019,2.788679,14.163040,2.679158,13.684059,33.314936,30
Finland,FIN,2019,12.370707,0.148485,6.085859,13.202105,31.807156,31
Malaysia,MYS,2019,26.196000,0.943489,0.000000,1.618967,28.758456,32
Thailand,THA,2019,6.309958,5.146000,3.670000,12.587671,27.713629,33
Portugal,PRT,2019,8.818000,1.342000,13.667000,3.578000,27.405000,34
Poland,POL,2019,1.954000,0.710673,15.106759,7.682984,25.454416,35
Ecuador,ECU,2019,24.664264,0.166452,0.085527,0.454723,25.370966,36
Romania,ROU,2019,15.580921,1.778000,6.773000,0.504144,24.636065,37
Denmark,DNK,2019,0.016955,0.963269,16.149833,5.949397,23.079454,38
Netherlands,NLD,2019,0.074747,5.399406,11.507927,5.814188,22.796268,39
Philippines,PHL,2019,8.025492,1.246082,1.041660,11.731147,22.044381,40
Egypt,EGY,2019,14.079500,1.489960,4.978727,0.000000,20.548187,41
Iceland,ISL,2019,13.461466,0.000000,0.006569,6.018138,19.486173,42
Belgium,BEL,2019,0.302000,4.251600,9.750200,5.173500,19.477300,43
Greece,GRC,2019,3.977615,4.428510,7.266347,0.402027,16.074499,44
South Africa,ZAF,2019,0.973960,6.771429,6.680313,0.431334,14.857036,45
Taiwan,TWN,2019,5.544796,4.015948,1.892232,1.984181,13.437157,46
Ukraine,UKR,2019,6.508300,2.932800,2.020200,0.406900,11.868200,47
Ireland,IRL,2019,0.886583,0.040080,10.019485,0.852307,11.798455,48
Kazakhstan,KAZ,2019,9.993659,0.391221,0.707133,0.004967,11.096980,49
Czechia,CZE,2019,2.008000,2.285900,0.700000,5.030600,10.024500,50
Croatia,HRV,2019,5.826100,0.083100,1.467300,0.970300,8.346800,51
Bulgaria,BGR,2019,2.965800,1.442500,1.317000,1.820811,7.546111,52
Morocco,MAR,2019,1.262781,1.581462,4.699190,0.000000,7.543433,53
Slovakia,SVK,2019,4.356000,0.589000,0.006000,1.693000,6.644000,54
Uzbekistan,UZB,2019,6.462083,0.006827,0.015500,0.000000,6.484410,55
Sri Lanka,LKA,2019,4.811900,0.500400,0.348200,0.117500,5.778000,56
Iraq,IRQ,2019,4.963264,0.376545,0.000000,0.000000,5.339809,57
Slovenia,SVN,2019,4.479396,0.303039,0.006150,0.256212,5.044797,58
Hungary,HUN,2019,0.219000,1.497000,0.729000,2.245000,4.690000,59
United Arab Emirates,ARE,2019,0.000000,3.787649,0.000000,0.006000,3.793649,60
Israel,ISR,2019,0.000000,3.114500,0.000000,0.190400,3.304900,61
Latvia,LVA,2019,2.107554,0.003137,0.153999,0.927420,3.192110,62
Lithuania,LTU,2019,0.345400,0.091100,1.499400,0.533200,2.469100,63
Estonia,EST,2019,0.019000,0.073500,0.687000,1.299000,2.078500,64
Azerbaijan,AZE,2019,1.564800,0.044200,0.105400,0.097950,1.812350,65
North Macedonia,MKD,2019,1.163674,0.023227,0.101806,0.055103,1.343810,66
Bangladesh,BGD,2019,0.823091,0.327543,0.005081,0.002852,1.158567,67
Singapore,SGP,2019,0.000000,0.194619,0.000000,0.760277,0.954896,68
Belarus,BLR,2019,0.351000,0.179000,0.166000,0.110000,0.806000,69
Luxembourg,LUX,2019,0.106915,0.130385,0.281283,0.277679,0.796262,70
Algeria,DZA,2019,0.152000,0.615000,0.010000,0.000000,0.777000,71
Cyprus,CYP,2019,0.000000,0.218267,0.238565,0.057920,0.514752,72
Saudi Arabia,SAU,2019,0.000000,0.206737,0.000000,0.000000,0.206737,73
Qatar,QAT,2019,0.000000,0.008364,0.000000,0.114844,0.123208,74
Hong Kong,HKG,2019,0.000000,0.006883,0.000700,0.074305,0.081888,75
Kuwait,KWT,2019,0.000000,0.058538,0.003642,0.000000,0.062180,76
Oman,OMN,2019,0.000000,0.016555,0.008700,0.000000,0.025255,77
Turkmenistan,TKM,2019,0.003154,0.006960,0.000000,0.000000,0.010114,78
Trinidad and Tobago,TTO,2019,0.000000,0.004670,0.000000,0.000000,0.004670,79
China,CHN,2020,1321.709000,261.100000,466.500000,135.625000,2184.934000,1
United States,USA,2020,282.780495,132.041414,341.351565,74.307317,830.480791,2
Brazil,BRA,2020,396.381195,10.748341,57.050706,58.741849,522.922091,3
Canada,CAN,2020,386.544736,4.280405,35.641923,9.385263,435.852327,4
India,IND,2020,163.712756,58.683467,60.427403,32.937880,315.761506,5
Germany,DEU,2020,18.322000,48.641000,132.102000,51.092000,250.157000,6
Russia,RUS,2020,212.438270,1.862140,1.138020,0.513382,215.951812,7
Japan,JPN,2020,77.414115,75.135091,7.819281,34.801447,195.169934,8
Norway,NOR,2020,140.706000,0.140438,9.911000,0.253883,151.011321,9
United Kingdom,GBR,2020,6.753900,13.157990,75.369140,39.322280,134.603310,10
Turkey,TUR,2020,78.094300,10.950200,24.828200,15.764300,129.637000,11
France,FRA,2020,61.171790,12.925406,39.749827,10.668056,124.515079,12
Italy,ITA,2020,45.728624,24.551000,18.608200,25.654734,114.542558,13
Spain,ESP,2020,30.506728,20.667141,56.443675,6.137239,113.754783,14
Sweden,SWE,2020,72.141000,1.035000,27.526000,11.177000,111.879000,15
Vietnam,VNM,2020,73.382000,10.860000,1.073790,0.126210,85.442000,16
Australia,AUS,2020,14.420926,23.842661,22.606892,3.410424,64.280903,17
Mexico,MEX,2020,26.935242,9.452778,19.702259,7.034568,63.124847,18
Venezuela,VEN,2020,61.277910,0.003088,0.083518,0.011100,61.375616,19
Austria,AUT,2020,41.998030,2.042934,6.791530,4.601138,55.433632,20
Indonesia,IDN,2020,24.325000,0.170970,0.475000,27.930500,52.901470,21
Colombia,COL,2020,49.837350,0.190800,0.010120,2.820657,52.858927,22
Pakistan,PAK,2020,39.987242,1.204796,2.732158,0.634279,44.558475,23
Chile,CHL,2020,21.720932,7.614844,5.602303,8.741824,43.679903,24
Switzerland,CHE,2020,37.463487,2.599000,0.145000,1.968000,42.175487,25
Argentina,ARG,2020,23.669312,1.344358,9.410639,2.264699,36.689008,26
New Zealand,NZL,2020,24.268194,0.160232,2.304797,9.017193,35.750416,27
Finland,FIN,2020,15.827273,0.221212,8.018182,11.497895,35.564562,28
South Korea,KOR,2020,3.877230,19.297854,3.149798,8.608856,34.933738,29
Peru,PER,2020,30.506000,0.849274,1.814000,0.510336,33.679610,30
Netherlands,NLD,2020,0.046465,8.764745,15.339130,8.847524,32.997864,31
Malaysia,MYS,2020,27.923277,1.172222,0.000000,1.631938,30.727437,32
